,Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,orientation.x,orientation.y,orientation.z,orientation.w,orientation_covariance_0,orientation_covariance_1,orientation_covariance_2,orientation_covariance_3,orientation_covariance_4,orientation_covariance_5,orientation_covariance_6,orientation_covariance_7,orientation_covariance_8,angular_velocity.x,angular_velocity.y,angular_velocity.z,angular_velocity_covariance_0,angular_velocity_covariance_1,angular_velocity_covariance_2,angular_velocity_covariance_3,angular_velocity_covariance_4,angular_velocity_covariance_5,angular_velocity_covariance_6,angular_velocity_covariance_7,angular_velocity_covariance_8,linear_acceleration.x,linear_acceleration.y,linear_acceleration.z,linear_acceleration_covariance_0,linear_acceleration_covariance_1,linear_acceleration_covariance_2,linear_acceleration_covariance_3,linear_acceleration_covariance_4,linear_acceleration_covariance_5,linear_acceleration_covariance_6,linear_acceleration_covariance_7,linear_acceleration_covariance_8
16,1690899086.514752,530021,1690899086,514554024,livox_frame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0113240331411361,9.666569530963898e-05,-0.009294182062149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0935304537415504,0.0269994158297777,0.9899914264678956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,1690899086.520543,530022,1690899086,520318747,livox_frame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070629753172397,-0.0009685987606644,-0.0050331279635429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0998781099915504,0.0277318377047777,0.9982922077178956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,1690899086.5248573,530023,1690899086,524614811,livox_frame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049324445426464,-0.0052296565845608,-0.0082289204001426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1172120943665504,0.0296849627047777,0.9960949420928956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,1690899086.5305655,530024,1690899086,530231476,livox_frame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00067138671875,-0.0105559788644313,-0.0082289204001426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1233156099915504,0.0357884801924228,0.9855968952178956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,1690899086.5345163,530025,1690899086,534329176,livox_frame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049324445426464,-0.0084254499524831,-0.0060983896255493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1152589693665504,0.0318822301924228,0.9731457233428956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,1690899086.5406013,530026,1690899086,540280104,livox_frame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0102587677538394,-0.0084254499524831,-0.0071636512875556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1059816256165504,0.0272435564547777,0.9787609577178956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,1690899086.5447376,530027,1690899086,544476509,livox_frame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0134545601904392,-0.0094907144084572,-0.0114247128367424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0893800631165504,0.0272435564547777,0.9936535358428956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,1690899086.5505536,530028,1690899086,550319672,livox_frame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0102587677538394,-0.0020338632166385,-0.0082289204001426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0918214693665504,0.0245580095797777,0.9936535358428956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,1690899086.5547934,530029,1690899086,554553032,livox_frame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081282369792461,0.0054229889065027,-0.0082289204001426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1037843599915504,0.0233373064547777,1.0031750202178955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,1690899086.560531,530030,1690899086,560319901,livox_frame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00067138671875,0.0054229889065027,-0.0071636512875556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1203859224915504,0.0309056658297777,0.9990246295928956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,1690899086.564824,530031,1690899086,564625978,livox_frame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0025244057178497,0.0032924599945545,-0.0050331279635429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.127466008067131,0.0321263708174228,0.9777843952178956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,1690899086.5703514,530032,1690899086,570147038,livox_frame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049324445426464,0.0022271946072578,-0.0060983896255493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1159913912415504,0.0260228533297777,0.9694836139678956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,1690899086.5746856,530033,1690899086,574487925,livox_frame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0113240331411361,-0.0041643921285867,-0.0060983896255493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1032960787415504,0.0267552752047777,0.9758312702178956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,1690899086.580395,530034,1690899086,580157518,livox_frame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0134545601904392,-0.0105559788644313,-0.0114247128367424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0945070162415504,0.0272435564547777,0.9892590045928956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,1690899086.5846756,530035,1690899086,584463835,livox_frame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0102587677538394,-0.0116212433204054,-0.009294182062149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0940187349915504,0.0208959002047777,0.9904797077178956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,1690899086.5905766,530036,1690899086,590320110,livox_frame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049324445426464,-0.0094907144084572,-0.0071636512875556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1042726412415504,0.0250462908297777,1.0075695514678955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,1690899086.5950408,530037,1690899086,594746828,livox_frame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017366521060466,-0.0094907144084572,-0.009294182062149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1213624849915504,0.0331029333174228,1.0031750202178955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,1690899086.600558,530038,1690899086,600274324,livox_frame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038671791553497,-0.0020338632166385,-0.0071636512875556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1238038912415504,0.0301732439547777,0.9729015827178956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,1690899086.6048465,530039,1690899086,604569912,livox_frame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005997709929943,0.004357723519206,-0.0039678588509559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1120851412415504,0.0267552752047777,0.9738781452178956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,1690899086.6103806,530040,1690899086,610188007,livox_frame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0123892948031425,0.0032924599945545,-0.0082289204001426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0996339693665504,0.0306615252047777,0.9855968952178956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,1690899086.6146526,530041,1690899086,614452839,livox_frame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0134545601904392,0.0022271946072578,-0.009294182062149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0947511568665504,0.0257787127047777,0.9821789264678956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,1690899086.6205404,530042,1690899086,620319843,livox_frame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0102587677538394,-0.0009685987606644,-0.0082289204001426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0949952974915504,0.0252904314547777,0.9946300983428956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,1690899086.624884,530043,1690899086,624648333,livox_frame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070629753172397,-0.0041643921285867,-0.0082289204001426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1123292818665504,0.0311498064547777,0.9995129108428956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,1690899086.6303685,530044,1690899086,630154133,livox_frame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028019174933433,-0.0116212433204054,-0.0060983896255493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1213624849915504,0.0367650426924228,0.9941418170928956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,1690899086.6346726,530045,1690899086,634493351,livox_frame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00067138671875,-0.0116212433204054,-0.0060983896255493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1201417818665504,0.0299291033297777,0.9699718952178956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,1690899086.64053,530046,1690899086,640279293,livox_frame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070629753172397,-0.0084254499524831,-0.0060983896255493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1086671724915504,0.0321263708174228,0.9797375202178956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,1690899086.6447828,530047,1690899086,644515514,livox_frame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0123892948031425,-0.0094907144084572,-0.0114247128367424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0942628756165504,0.0306615252047777,0.9882824420928956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,1690899086.650557,530048,1690899086,650213718,livox_frame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0134545601904392,-0.0041643921285867,-0.0103594437241554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0862062349915504,0.0216283220797777,0.9892590045928956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,1690899086.6547654,530049,1690899086,654480934,livox_frame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081282369792461,0.0064882524311542,-0.0060983896255493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0984132662415504,0.0252904314547777,0.9990246295928956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,1690899086.660521,530050,1690899086,660277367,livox_frame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038671791553497,0.004357723519206,-0.0050331279635429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1152589693665504,0.0335912145674228,1.0075695514678955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,1690899086.6646864,530051,1690899086,664471388,livox_frame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0014591440558433,0.0022271946072578,-0.0039678588509559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1245363131165504,0.0311498064547777,0.9802258014678956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,1690899086.6705277,530052,1690899086,670320272,livox_frame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028019174933433,0.0011619310826063,-0.0050331279635429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1223390474915504,0.0299291033297777,0.9711925983428956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,1690899086.6747794,530053,1690899086,674570322,livox_frame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070629753172397,-0.0030991276726126,-0.0050331279635429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1096437349915504,0.0323705114424228,0.9758312702178956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,1690899086.6808145,530054,1690899086,680215120,livox_frame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0123892948031425,-0.0094907144084572,-0.0082289204001426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0927980318665504,0.0272435564547777,0.9831554889678956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,1690899086.684723,530055,1690899086,684500933,livox_frame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0123892948031425,-0.0116212433204054,-0.0103594437241554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0913331881165504,0.0204076189547777,0.9877941608428956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,1690899086.6903708,530056,1690899086,690185547,livox_frame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0102587677538394,-0.0084254499524831,-0.0071636512875556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0984132662415504,0.0282201189547777,1.0075695514678955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,1690899086.6947677,530057,1690899086,694544077,livox_frame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028019174933433,-0.0105559788644313,-0.0060983896255493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1130617037415504,0.0321263708174228,1.0078136920928955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,1690899086.7005422,530058,1690899086,700320005,livox_frame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028019174933433,-0.0020338632166385,-0.0060983896255493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1225831881165504,0.0265111345797777,0.9819347858428956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,1690899086.7049377,530059,1690899086,704655647,livox_frame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038671791553497,0.0022271946072578,-0.0060983896255493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1203859224915504,0.0318822301924228,0.9726574420928956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,1690899086.7105496,530060,1690899086,710252047,livox_frame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0102587677538394,0.0054229889065027,-0.0071636512875556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1076906099915504,0.0316380895674228,0.9826672077178956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,1690899086.7147837,530061,1690899086,714482546,livox_frame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0113240331411361,0.0011619310826063,-0.009294182062149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0959718599915504,0.0218724627047777,0.9775402545928956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,1690899086.7205458,530062,1690899086,720319271,livox_frame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0123892948031425,0.0011619310826063,-0.009294182062149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0915773287415504,0.0245580095797777,0.9917004108428956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,1690899086.7248597,530063,1690899086,724622965,livox_frame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070629753172397,-0.0041643921285867,-0.0050331279635429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1089113131165504,0.0306615252047777,1.0002453327178955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,1690899086.73061,530064,1690899086,730260849,livox_frame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049324445426464,-0.0116212433204054,-0.009294182062149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1181886568665504,0.0291966814547777,0.9960949420928956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,1690899086.7347052,530065,1690899086,734506607,livox_frame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017366521060466,-0.0105559788644313,-0.0071636512875556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1216066256165504,0.0301732439547777,0.9775402545928956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,1690899086.740656,530066,1690899086,740252018,livox_frame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005997709929943,-0.0094907144084572,-0.0071636512875556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1174562349915504,0.0331029333174228,0.9812023639678956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
